,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
1210,Christian Doyle,Male,51,Yoga and Wellness Retreat,Cold,Medium,Leisure,1,1,12,November,Ferry
1211,Steven House,Female,56,Lake,Cold,Low,Business,5,0,12,January,Airplane
1212,Jared Mcpherson,Female,20,Village,Hot,Low,Leisure,3,0,7,July,Airplane
1213,Edward Tucker,Male,51,Forest,Hot,Medium,Leisure,2,0,8,January,Bus
1214,Jennifer Johnson,Female,47,Yoga and Wellness Retreat,Cold,Low,Business,5,0,13,January,Ferry
1215,Carla Montgomery,Male,44,Yoga and Wellness Retreat,Cold,Medium,Leisure,5,1,6,June,Ferry
1216,Tracy Yang,Male,21,Mountain,Hot,Medium,Leisure,2,1,4,October,Airplane
1217,Joshua Munoz,Male,46,Village,Hot,Low,Business,3,1,2,February,Car
1218,Tina Patel,Female,38,Arctic Expedition,Hot,Low,Business,4,1,11,September,Airplane
1219,Russell Wolfe,Male,54,Religious Pilgrimage,Warm,Medium,Leisure,4,1,2,January,Airplane
1220,Marie Jones,Female,18,Yoga and Wellness Retreat,Warm,Low,Leisure,3,1,5,March,Bus
1221,Christopher Smith,Male,55,Cultural Experience,Hot,High,Leisure,3,1,2,September,Ferry
1222,Peggy Mahoney,Female,26,Wildlife Safari,Hot,High,Leisure,1,1,2,August,Airplane
1223,Victor Edwards,Male,33,Jungle,Warm,High,Leisure,4,1,3,August,Airplane
1224,James Wise,Female,51,Jungle,Hot,Medium,Leisure,3,0,8,July,Car
1225,Drew Wyatt,Female,53,Wildlife Safari,Warm,Low,Business,2,0,5,April,Airplane
1226,Jeffrey Velez,Male,20,Shopping Extravaganza,Cold,High,Business,5,1,6,April,Car
1227,Mr. John Webb Jr.,Male,44,Island,Hot,High,Business,4,0,13,February,Ferry
1228,Tracey Chapman,Female,29,Ski Resort,Hot,High,Business,2,1,3,May,Train
1229,Tiffany Jackson,Male,32,Island,Cold,Low,Business,1,1,11,May,Ferry
1230,Stephen Smith,Male,56,Yoga and Wellness Retreat,Hot,High,Leisure,4,0,4,March,Bus
1231,Mr. Terry Porter,Male,31,Village,Hot,Medium,Business,1,1,5,April,Bus
1232,Darrell Hobbs,Female,37,Island,Hot,Medium,Leisure,2,0,7,July,Ferry
1233,Jennifer Neal,Female,19,Volcano Exploration,Hot,High,Business,4,1,4,July,Car
1234,Brian Howell,Male,25,Shopping Extravaganza,Cold,Medium,Business,3,1,8,February,Train
1235,Douglas Smith,Female,44,Fishing Village,Warm,Medium,Leisure,1,0,5,November,Bus
1236,David Hernandez Jr.,Female,32,Art and Architecture Tour,Warm,High,Business,1,0,8,August,Train
1237,Wanda Dominguez,Female,43,Volcano Exploration,Cold,Medium,Leisure,1,0,9,October,Car
1238,Crystal Taylor,Female,35,Volcano Exploration,Hot,Low,Leisure,1,0,1,September,Car
1239,Jordan Wilson,Male,20,Cruise,Cold,Low,Leisure,1,1,4,March,Airplane
1240,Elizabeth Gill,Male,19,Yoga and Wellness Retreat,Warm,Low,Leisure,5,1,9,March,Car
1241,Mark Foley,Female,58,Science and Astronomy Tour,Cold,Low,Business,1,1,9,April,Airplane
1242,Angela Navarro MD,Female,35,Science and Astronomy Tour,Warm,Low,Business,3,0,9,December,Airplane
1243,Mckenzie Rush,Male,39,Cruise,Warm,Low,Leisure,4,1,5,January,Bus
1244,Jorge Gardner,Female,54,Arctic Expedition,Cold,Medium,Business,1,0,3,July,Airplane
1245,Krystal Wilson,Female,36,Lake,Cold,Low,Leisure,1,1,14,December,Ferry
1246,Emily Haynes,Female,43,Historical Sites,Hot,Medium,Leisure,3,1,7,March,Bus
1247,Diana Navarro,Male,28,Volcano Exploration,Cold,High,Business,2,1,8,June,Airplane
1248,Kathryn Hughes,Female,53,Village,Hot,Low,Business,5,1,6,September,Ferry
1249,Maria Baker,Female,46,Jungle,Warm,Medium,Business,3,0,14,September,Train
1250,Sarah Anderson,Male,41,Countryside,Cold,Medium,Business,4,1,12,October,Ferry
1251,Kevin Willis,Male,18,Island,Cold,Low,Business,5,1,3,June,Bus
1252,Darren Maxwell,Female,51,Lake,Warm,Medium,Leisure,3,0,9,January,Car
1253,Robert Sullivan,Male,26,Food and Culinary Tour,Cold,Medium,Business,2,1,9,July,Bus
1254,Daniel Collins,Female,22,Yoga and Wellness Retreat,Warm,Medium,Business,3,1,11,January,Train
1255,Jennifer Day,Female,27,Religious Pilgrimage,Cold,Medium,Business,2,0,11,January,Ferry
1256,Jennifer Allen,Female,42,Cultural Experience,Warm,Medium,Business,3,1,1,March,Airplane
1257,Alexandra Mcbride,Female,36,Music and Festival Tour,Hot,High,Leisure,1,1,14,March,Car
1258,Jennifer Hess,Male,39,Countryside,Warm,Medium,Leisure,2,0,12,June,Ferry
1259,Natasha Valdez,Male,33,Desert,Cold,Medium,Business,1,1,12,February,Ferry
1260,Taylor Fernandez,Male,31,Volcano Exploration,Cold,Medium,Leisure,4,1,14,November,Airplane
1261,Penny Martin,Male,44,National Park,Warm,Medium,Leisure,4,0,1,November,Airplane
1262,Alexis Carroll,Male,24,Forest,Warm,Medium,Leisure,1,0,11,July,Airplane
1263,Alexis Bentley,Female,20,Island,Hot,High,Business,4,1,13,June,Airplane
1264,Breanna Cardenas,Male,31,City,Warm,High,Leisure,4,1,8,December,Train
1265,Jennifer Drake,Male,35,Science and Astronomy Tour,Warm,High,Business,2,1,14,August,Train
1266,Julie Hunt,Male,49,Yoga and Wellness Retreat,Cold,Low,Business,3,1,10,June,Bus
1267,Dale Roberts,Female,64,Countryside,Warm,High,Leisure,3,0,12,September,Airplane
1268,Reginald Vasquez,Female,38,Science and Astronomy Tour,Warm,Medium,Business,4,1,3,August,Car
1269,Samantha Tran,Male,28,Desert,Hot,High,Leisure,3,1,11,January,Ferry
1270,Kristina Hudson,Female,39,Winery,Cold,Low,Business,3,0,8,February,Airplane
1271,Tony Mcclain,Male,25,Jungle,Warm,Medium,Leisure,2,0,11,October,Ferry
1272,Sarah Washington,Male,55,Wildlife Safari,Cold,Medium,Leisure,2,0,2,September,Ferry
1273,Dr. Tina Schroeder,Male,38,Village,Hot,Low,Leisure,3,1,2,February,Car
1274,Steven Richardson,Male,33,Adventure Sports,Cold,Low,Leisure,3,0,8,January,Bus
1275,James Rose,Female,57,Cruise,Warm,High,Leisure,4,1,5,November,Train
1276,Karen Kennedy,Female,58,Food and Culinary Tour,Cold,High,Leisure,5,0,12,December,Ferry
1277,Christine Huffman,Male,30,Yoga and Wellness Retreat,Hot,Medium,Leisure,1,1,11,January,Airplane
1278,Sarah Williams,Male,37,Desert,Warm,Low,Leisure,1,1,3,February,Airplane
1279,Jeanette Francis,Male,53,Religious Pilgrimage,Cold,Low,Leisure,1,1,8,September,Airplane
1280,Michael Stafford,Female,37,Lake,Cold,Medium,Leisure,5,1,13,November,Bus
1281,Willie Hodges,Male,46,Food and Culinary Tour,Cold,Medium,Leisure,4,0,12,October,Ferry
1282,Andrea Juarez,Female,54,Volcano Exploration,Warm,Low,Leisure,4,0,12,February,Car
1283,Harold Wright,Male,51,Fishing Village,Warm,High,Leisure,3,1,11,May,Train
1284,David Villanueva,Male,51,City,Cold,Low,Leisure,4,1,14,September,Car
1285,Wanda Dillon,Male,42,Photography Expedition,Cold,Medium,Leisure,5,1,12,May,Train
1286,Walter Sharp,Male,40,Island,Warm,High,Business,1,0,11,March,Bus
1287,Michael Young,Female,25,Shopping Extravaganza,Warm,Low,Leisure,1,1,4,March,Ferry
1288,Christine Bush DDS,Female,57,Yoga and Wellness Retreat,Hot,Low,Leisure,4,1,4,September,Car
1289,Mr. Anthony Rios,Male,49,Forest,Hot,Low,Business,3,0,9,August,Car
1290,Cynthia Welch,Male,60,Beach,Hot,Medium,Leisure,5,1,11,May,Airplane
1291,Joshua Davis,Female,40,Religious Pilgrimage,Warm,High,Leisure,3,1,10,September,Train
1292,Lorraine Velasquez,Female,61,Cruise,Warm,High,Business,1,1,13,August,Ferry
1293,Brittney Marks,Female,52,Mountain,Cold,Medium,Business,4,1,5,July,Bus
1294,Ronnie Williams,Female,40,Adventure Sports,Warm,Low,Business,2,1,11,June,Car
1295,Michelle Padilla,Female,32,Beach,Hot,High,Business,2,1,1,October,Train
1296,Barbara Adams,Male,48,Yoga and Wellness Retreat,Cold,Low,Leisure,5,0,6,October,Bus
1297,Dana Campbell,Female,45,Ski Resort,Warm,Medium,Leisure,3,1,1,December,Airplane
1298,Sandra Wright,Male,26,Fishing Village,Warm,Low,Leisure,2,1,8,April,Bus
1299,Samuel Ramirez,Male,39,Theme Park,Warm,Low,Leisure,5,1,2,August,Airplane
1300,Audrey Clayton,Female,54,Art and Architecture Tour,Warm,High,Leisure,5,0,11,November,Airplane
1301,Peter Brown,Female,18,Cultural Experience,Warm,Medium,Leisure,4,1,9,May,Train
1302,Michael Sanders,Male,21,Beach,Cold,High,Business,2,1,3,September,Bus
1303,Tracy Silva,Male,40,Adventure Sports,Warm,Medium,Leisure,1,0,2,November,Airplane
1304,David Stevenson,Male,28,Adventure Sports,Hot,Low,Business,1,0,2,August,Bus
1305,Joseph Warren,Female,63,Wildlife Safari,Warm,Low,Leisure,4,0,8,October,Bus
1306,Diana Crawford,Female,40,Island,Cold,Medium,Leisure,1,0,7,March,Bus
1307,Bradley Larson,Female,35,Photography Expedition,Hot,Low,Business,2,0,3,July,Car
1308,Theresa Choi,Male,63,Wildlife Safari,Hot,Low,Leisure,4,1,14,March,Train
1309,Elijah Wright,Male,45,Arctic Expedition,Warm,High,Leisure,4,1,1,May,Bus
1310,Destiny Roberts DDS,Male,22,National Park,Warm,Low,Business,2,1,13,September,Train
1311,Raymond Vega,Female,57,Food and Culinary Tour,Warm,Medium,Business,5,1,8,June,Car
1312,Alice Hawkins,Female,63,Mountain,Hot,Medium,Business,5,1,13,July,Bus
1313,Sandra Stephens,Female,25,National Park,Warm,Low,Business,4,0,14,August,Ferry
1314,Jody Padilla,Male,27,Beach,Hot,Low,Leisure,3,0,9,November,Car
1315,Ricky Wood,Male,43,Jungle,Warm,Medium,Business,5,0,5,September,Airplane
1316,Bradley May,Female,54,Village,Cold,Low,Leisure,1,0,8,March,Airplane
1317,Ryan Reynolds,Male,52,Desert,Cold,Low,Business,2,1,13,September,Car
1318,Jane Bates,Male,27,Jungle,Cold,High,Leisure,3,1,2,February,Ferry
1319,Jason Mann,Male,32,Forest,Cold,Medium,Business,2,0,5,January,Bus
1320,Eric Hernandez,Female,30,Religious Pilgrimage,Cold,High,Business,5,1,3,July,Bus
1321,Eric Acosta,Female,29,National Park,Hot,High,Business,3,0,12,May,Train
1322,Alexander Jones,Female,55,Arctic Expedition,Warm,Medium,Business,5,1,9,April,Airplane
1323,Kyle Deleon,Male,26,City,Hot,Medium,Business,1,0,3,March,Airplane
1324,Mr. Terrence Foster,Male,55,Shopping Extravaganza,Cold,Low,Business,4,1,10,July,Car
1325,Ricardo Jimenez,Female,21,Arctic Expedition,Cold,Low,Leisure,4,1,3,January,Airplane
1326,Patricia Jones,Female,23,Adventure Sports,Cold,Medium,Business,5,0,13,November,Car
1327,Amy Henderson,Female,44,Winery,Cold,Low,Leisure,3,1,2,February,Airplane
1328,Robert King,Female,50,Mountain,Hot,Medium,Business,5,1,7,September,Bus
1329,Matthew Gutierrez,Male,54,Shopping Extravaganza,Hot,Low,Leisure,2,0,5,February,Airplane
1330,Nicholas Irwin,Female,55,Fishing Village,Warm,Medium,Business,4,0,14,December,Car
1331,Angela Vance,Male,36,Jungle,Hot,Medium,Leisure,4,0,5,April,Bus
1332,Madison Richardson,Male,22,Spa Retreat,Cold,Low,Leisure,1,0,10,October,Car
1333,Jennifer Stephenson,Female,36,Art and Architecture Tour,Warm,Medium,Leisure,1,1,6,September,Train
1334,Andrew Lewis,Female,26,Art and Architecture Tour,Warm,High,Leisure,4,1,9,May,Train
1335,Mark Herring,Male,34,Science and Astronomy Tour,Warm,Medium,Leisure,4,0,5,September,Ferry
1336,Natalie Nichols,Male,30,Food and Culinary Tour,Hot,High,Leisure,1,1,12,April,Airplane
1337,Daniel Rodriguez,Male,20,Countryside,Cold,High,Leisure,1,1,10,February,Bus
1338,Jimmy Hart,Female,60,Art and Architecture Tour,Hot,Low,Business,1,0,12,February,Ferry
1339,Kevin Williams,Male,32,Island,Warm,High,Leisure,3,0,14,November,Car
1340,Tyler Beck,Female,44,Arctic Expedition,Cold,High,Business,5,1,7,November,Bus
1341,Gabriel Clark,Male,32,Volcano Exploration,Cold,Low,Business,3,0,3,July,Airplane
1342,Mark Pierce,Female,36,Village,Hot,High,Leisure,1,1,8,October,Train
1343,Christopher Haas,Male,26,Food and Culinary Tour,Hot,High,Business,1,1,2,August,Train
1344,Michaela Costa,Female,35,Art and Architecture Tour,Hot,High,Business,2,1,5,May,Ferry
1345,Maurice Horne,Male,42,Winery,Cold,Medium,Leisure,2,1,13,July,Bus
1346,Frank Evans,Male,64,Photography Expedition,Hot,Low,Leisure,4,0,12,June,Train
1347,Katie Cunningham,Male,55,Cruise,Cold,Low,Leisure,3,1,6,August,Car
1348,April Smith,Male,37,Island,Warm,High,Leisure,1,1,12,March,Bus
1349,Joanna Valdez,Female,39,Food and Culinary Tour,Warm,Low,Business,3,1,1,August,Airplane
1350,Scott Garcia,Male,55,Ski Resort,Hot,Low,Leisure,4,0,5,September,Ferry
1351,Micheal Wright,Female,20,Fishing Village,Hot,Medium,Leisure,3,0,14,February,Train
1352,Brent Fisher,Female,21,Spa Retreat,Hot,High,Business,5,0,7,December,Train
1353,Brent Brown,Female,18,Island,Warm,High,Business,3,1,10,September,Train
1354,Scott Thompson,Female,28,Yoga and Wellness Retreat,Warm,Low,Business,2,0,10,May,Ferry
1355,Matthew Webster,Male,62,Village,Hot,Low,Leisure,2,1,8,May,Car
1356,Richard Garcia,Male,32,Volcano Exploration,Warm,High,Business,5,1,13,May,Train
1357,Jenna Humphrey,Female,35,Village,Hot,High,Business,4,0,10,March,Bus
1358,Jessica Ballard,Male,45,Spa Retreat,Cold,Medium,Leisure,5,0,11,January,Car
1359,Jason Gray,Female,53,Shopping Extravaganza,Hot,Low,Business,4,0,12,December,Bus
1360,Meghan Howard,Male,60,Forest,Warm,Medium,Business,2,1,5,December,Train
1361,Angela Ferguson,Female,55,Winery,Cold,Medium,Leisure,4,1,12,September,Airplane
1362,Isabel Bush,Female,25,Photography Expedition,Hot,Low,Leisure,1,1,9,September,Ferry
1363,Jasmine Henderson,Female,57,Adventure Sports,Warm,Low,Leisure,4,0,6,December,Train
1364,Linda Cooper,Male,35,Countryside,Warm,Low,Business,1,1,10,August,Airplane
1365,Brent Fisher,Male,51,Religious Pilgrimage,Hot,Medium,Leisure,3,1,2,January,Bus
1366,Ryan Warren,Female,55,Religious Pilgrimage,Cold,Medium,Leisure,4,0,3,January,Bus
1367,Victoria Moreno,Female,57,Cultural Experience,Cold,Low,Leisure,3,0,13,April,Ferry
1368,Sean Jensen,Male,30,Shopping Extravaganza,Cold,High,Leisure,2,1,12,April,Airplane
1369,Michael Rodriguez,Male,30,Yoga and Wellness Retreat,Warm,High,Leisure,4,0,11,December,Airplane
1370,Timothy Strickland,Male,57,Historical Sites,Cold,Medium,Business,5,1,12,September,Car
1371,Cesar Forbes,Male,26,Forest,Warm,Medium,Leisure,5,1,4,November,Ferry
1372,David Anderson,Female,54,National Park,Cold,Low,Leisure,2,1,11,February,Ferry
1373,Brittany Ortega,Male,19,Spa Retreat,Hot,Low,Leisure,4,1,1,September,Train
1374,Ashlee Gibson,Female,60,Volcano Exploration,Warm,High,Leisure,3,1,11,June,Car
1375,James Morgan,Female,35,Historical Sites,Cold,Low,Leisure,3,1,9,January,Train
1376,Jasmine Dillon,Female,24,Countryside,Warm,Medium,Leisure,3,1,10,December,Car
1377,Brian Bond,Male,41,Volcano Exploration,Warm,Low,Business,4,0,7,September,Car
1378,Ryan Lloyd,Male,42,Yoga and Wellness Retreat,Hot,Low,Business,5,0,2,April,Car
1379,Kevin Shaffer,Male,58,Theme Park,Hot,Low,Leisure,4,0,3,August,Ferry
1380,Jody Padilla,Female,41,Music and Festival Tour,Cold,Low,Leisure,3,0,9,November,Train
1381,Amber Harris,Female,56,Beach,Hot,Low,Business,4,0,4,September,Train
1382,Elizabeth Peterson,Female,20,Forest,Warm,High,Leisure,2,0,1,December,Train
1383,David Lewis,Male,60,Lake,Warm,High,Business,3,1,3,October,Train
1384,Mrs. Norma Sutton DDS,Female,29,Art and Architecture Tour,Hot,Medium,Leisure,2,1,6,May,Car
1385,David Murray,Female,40,City,Warm,High,Leisure,4,0,6,March,Train
1386,Alexander Hendricks,Male,62,Beach,Cold,Medium,Business,3,0,6,May,Bus
1387,Mrs. Melanie Mendez,Male,45,Countryside,Cold,High,Business,4,1,3,December,Airplane
1388,Timothy Bush,Male,34,Volcano Exploration,Warm,Medium,Leisure,2,0,6,May,Bus
1389,Corey Davis,Female,54,City,Cold,Low,Leisure,5,0,13,May,Car
1390,Kevin Williams,Female,20,Art and Architecture Tour,Warm,Low,Business,2,1,5,January,Ferry
1391,Holly Flores,Female,30,Wildlife Safari,Hot,High,Business,5,1,1,May,Car
1392,Sarah Burch,Male,39,Fishing Village,Cold,Low,Business,4,0,4,August,Bus
1393,Veronica Williams,Male,19,Food and Culinary Tour,Cold,Medium,Leisure,2,0,11,October,Ferry
1394,Amy Obrien,Male,39,Winery,Warm,Low,Leisure,1,0,3,October,Ferry
1395,Mr. Matthew Johnson,Male,37,Religious Pilgrimage,Hot,High,Leisure,3,0,12,January,Train
1396,Tammy Gay,Female,49,Ski Resort,Cold,High,Business,1,0,11,March,Airplane
1397,Michael Patterson,Male,38,City,Cold,Medium,Leisure,4,1,12,September,Bus
1398,Samantha Brown,Male,58,Art and Architecture Tour,Hot,Low,Leisure,5,0,3,September,Train
1399,William Clark,Male,51,Mountain,Warm,High,Leisure,3,0,1,May,Bus
1400,Jordan Lewis,Female,31,Ski Resort,Cold,Low,Leisure,1,0,8,May,Train
1401,Kenneth Perkins,Female,41,National Park,Hot,Low,Business,1,1,14,March,Ferry
1402,Edward Nichols,Male,58,Ski Resort,Cold,High,Leisure,5,0,11,October,Car
1403,Kathryn Hughes,Female,41,Wildlife Safari,Warm,Low,Business,5,0,2,December,Ferry
1404,Barbara Sellers,Male,60,Theme Park,Warm,Medium,Leisure,3,1,14,July,Bus
1405,Ashley Turner,Male,21,Wildlife Safari,Warm,High,Business,2,1,4,December,Airplane
1406,Paige Morales,Male,20,Winery,Warm,Low,Business,5,1,8,February,Ferry
1407,Lauren Hancock,Female,35,Volcano Exploration,Hot,High,Business,4,1,5,August,Train
1408,Jessica Hicks,Male,46,Countryside,Cold,Medium,Business,3,0,9,July,Car
1409,Beth Riggs,Male,46,Countryside,Hot,High,Leisure,4,0,11,January,Ferry
1410,Crystal Wilson,Female,57,Fishing Village,Warm,Medium,Leisure,2,1,8,August,Ferry
1411,Cindy Suarez,Female,25,Food and Culinary Tour,Warm,High,Business,2,0,13,September,Bus
1412,Eric Clark,Female,36,Mountain,Warm,High,Business,4,1,14,November,Train
1413,Michael Herman,Female,51,Shopping Extravaganza,Cold,High,Business,2,0,5,September,Train
1414,Walter Williams,Male,60,Desert,Cold,Low,Business,3,0,9,March,Bus
1415,Robert Barker,Female,54,Beach,Hot,High,Business,2,0,4,July,Airplane
1416,Jared Drake,Male,52,Winery,Warm,Medium,Business,4,0,5,September,Bus
1417,Jose Brooks,Male,45,Ski Resort,Warm,High,Leisure,4,0,6,May,Car
1418,Christopher Hamilton,Female,23,Historical Sites,Hot,Low,Business,4,0,1,December,Bus
1419,Robert Lopez,Male,63,Theme Park,Warm,Low,Leisure,4,0,14,July,Train
1420,Pamela Scott,Female,18,Science and Astronomy Tour,Hot,High,Leisure,3,0,14,June,Airplane
1421,John Martin DVM,Female,23,Yoga and Wellness Retreat,Cold,Medium,Leisure,3,1,8,December,Bus
1422,Karen Smith,Male,33,Cruise,Hot,Medium,Leisure,3,0,4,January,Ferry
1423,Gabrielle Sanchez,Male,41,Beach,Cold,Medium,Business,3,1,8,December,Train
1424,Jennifer Castro,Female,62,National Park,Warm,Medium,Business,2,0,11,June,Airplane
1425,Mark Lyons,Female,23,Adventure Sports,Warm,Low,Leisure,5,1,11,January,Ferry
1426,Dana Henry,Male,37,Island,Hot,Low,Business,5,0,9,July,Airplane
1427,Andrew Friedman,Female,39,Shopping Extravaganza,Hot,Low,Business,2,1,13,November,Airplane
1428,Christine Richardson,Female,23,Science and Astronomy Tour,Hot,High,Leisure,3,1,10,August,Train
1429,Courtney Davidson,Male,57,Spa Retreat,Hot,High,Leisure,1,0,12,January,Bus
1430,Drew Lam,Female,30,Wildlife Safari,Hot,Low,Business,5,1,6,October,Airplane
1431,Mark Edwards,Female,47,Photography Expedition,Hot,High,Leisure,4,0,11,November,Car
1432,Andrea Reynolds,Female,24,Island,Hot,Low,Business,5,0,8,September,Car
1433,Jennifer Glover,Male,61,Fishing Village,Warm,Low,Leisure,3,0,10,December,Train
1434,Zachary Aguilar,Female,48,Winery,Cold,Low,Leisure,4,1,13,April,Bus
1435,James Vaughan,Male,46,Winery,Cold,High,Business,3,0,7,April,Train
1436,Breanna Ross,Male,33,Beach,Warm,High,Business,5,1,5,November,Car
1437,Theresa Peterson,Female,19,Music and Festival Tour,Warm,High,Business,1,0,1,December,Airplane
1438,Jeffrey Garza,Female,58,Cultural Experience,Warm,Medium,Business,2,1,13,April,Train
1439,Heather Price,Female,18,National Park,Cold,Low,Business,2,1,12,April,Bus
1440,Edgar Martinez,Female,29,Adventure Sports,Warm,Medium,Business,5,0,11,May,Car
1441,Sarah Fitzpatrick,Male,63,Wildlife Safari,Cold,Medium,Business,3,0,6,July,Car
1442,Matthew Baker,Male,64,National Park,Cold,Low,Leisure,2,1,9,December,Ferry
1443,Nicholas Best,Female,22,Cruise,Hot,Low,Business,4,1,2,January,Ferry
1444,Dustin Ashley,Male,60,Cultural Experience,Hot,Low,Leisure,5,0,3,March,Airplane
1445,Aaron Taylor,Male,25,Yoga and Wellness Retreat,Hot,Low,Business,2,0,1,April,Car
1446,Kathryn Andrews,Female,45,Countryside,Cold,High,Leisure,4,0,12,September,Car
1447,Stephen Tran,Female,64,Mountain,Hot,Medium,Leisure,2,1,7,March,Car
1448,Ray Tran,Male,51,Spa Retreat,Cold,Medium,Leisure,1,0,3,August,Bus
1449,Nicolas Randall,Female,54,Volcano Exploration,Warm,Medium,Leisure,5,0,7,July,Train
1450,Haley Jones,Female,19,Ski Resort,Warm,High,Leisure,1,0,7,February,Ferry
1451,Alexander Gutierrez,Male,34,Mountain,Cold,High,Business,1,1,6,September,Bus
1452,Morgan Manning,Female,58,Wildlife Safari,Warm,Low,Leisure,3,1,8,December,Bus
1453,Joe Heath,Male,32,Mountain,Warm,Medium,Leisure,5,1,11,November,Bus
1454,Nicholas Dean,Female,60,Cruise,Hot,High,Leisure,5,0,14,March,Bus
1455,Johnny Smith,Female,27,Cruise,Hot,Medium,Business,1,1,4,August,Train
1456,David Simpson,Female,25,Cruise,Cold,Medium,Leisure,5,1,2,June,Car
1457,Eric Johnson,Male,28,Volcano Exploration,Hot,High,Leisure,4,1,2,March,Ferry
1458,Theodore Roberts,Female,52,Mountain,Cold,Medium,Business,5,0,1,October,Airplane
1459,Daniel Thomas,Male,22,Spa Retreat,Warm,Medium,Leisure,2,1,12,December,Train
1460,Angela Marquez,Female,21,Photography Expedition,Warm,Low,Leisure,5,1,3,March,Bus
1461,Andrea Hart,Female,60,Beach,Cold,High,Business,1,0,8,March,Airplane
1462,Ryan Graham,Male,62,Spa Retreat,Warm,Low,Business,5,1,4,July,Car
1463,Tommy Frederick,Male,34,Shopping Extravaganza,Warm,Low,Business,5,1,12,February,Train
1464,Brittany Grant,Male,48,Beach,Hot,Medium,Business,3,0,12,October,Ferry
1465,Mario Duran,Female,42,Historical Sites,Cold,High,Leisure,2,1,13,February,Train
1466,Kyle Mcdonald,Male,46,Forest,Cold,Medium,Business,5,0,9,November,Train
1467,Sydney Rosales,Female,31,Theme Park,Warm,Low,Business,5,1,5,July,Car
1468,Sarah Ellison,Female,37,Ski Resort,Hot,Low,Business,3,1,5,December,Bus
