,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
2122,Ian Holmes,Male,44,Spa Retreat,Hot,Low,Business,3,0,6,July,Airplane
2123,David Kirby,Female,45,City,Hot,Low,Leisure,5,0,10,August,Ferry
2124,Madison Anderson,Female,53,Spa Retreat,Cold,High,Leisure,2,1,7,August,Ferry
2125,Paul Jacobson,Male,25,Island,Cold,Low,Business,2,1,4,August,Ferry
2126,Andrew Atkins,Male,30,City,Warm,High,Leisure,2,0,7,July,Car
2127,Allison Mitchell,Male,39,Village,Hot,High,Business,5,1,13,August,Car
2128,Karen Hines,Female,43,Spa Retreat,Warm,High,Leisure,5,0,14,August,Train
2129,Jeffrey Lara,Male,63,Countryside,Hot,High,Business,4,1,1,July,Ferry
2130,Jenna Gray,Female,36,Ski Resort,Hot,Medium,Leisure,1,1,11,June,Bus
2131,David Carrillo,Female,61,Winery,Cold,High,Business,5,0,9,July,Bus
2132,Joshua Phillips,Male,31,Ski Resort,Hot,High,Leisure,4,0,9,August,Airplane
2133,Cassandra Preston,Male,37,Island,Hot,High,Leisure,3,0,1,July,Airplane
2134,Terry Johnson Jr.,Male,54,Lake,Cold,High,Leisure,4,0,9,July,Airplane
2135,Debra Nichols,Female,28,Winery,Warm,Low,Business,1,0,13,August,Train
2136,Ashley Mcdonald,Male,20,Island,Warm,High,Leisure,3,0,13,August,Airplane
2137,Nicholas Simon,Male,33,Lake,Hot,Low,Leisure,5,0,2,June,Ferry
2138,Rebecca Raymond,Male,50,Winery,Warm,High,Business,3,1,6,June,Bus
2139,Lawrence Jefferson,Female,54,Countryside,Hot,Low,Business,3,0,5,July,Train
2140,Daniel Martin,Female,53,Village,Cold,High,Business,3,0,5,June,Bus
2141,Sheila Rangel,Male,47,Winery,Hot,High,Business,2,1,2,July,Airplane
2142,Sherry Browning,Male,27,Lake,Hot,Medium,Leisure,2,1,3,August,Ferry
2143,David Anderson Jr.,Male,48,Countryside,Warm,Low,Business,5,1,3,July,Bus
2144,Angela Alexander,Female,42,City,Warm,Low,Business,5,0,14,July,Airplane
2145,James Duffy,Female,41,Mountain,Warm,Medium,Leisure,5,1,7,June,Ferry
2146,Brandon Brown,Male,29,Ski Resort,Hot,Medium,Business,2,1,4,July,Ferry
2147,Jacob Gardner,Male,39,Lake,Cold,High,Business,2,0,14,August,Bus
2148,Shannon Salinas,Male,39,Island,Cold,Low,Leisure,4,0,4,June,Car
2149,Victoria Blair,Female,47,Lake,Warm,Medium,Business,1,0,3,July,Airplane
2150,Angela Gray,Female,49,Winery,Warm,Low,Business,1,0,3,June,Ferry
2151,Vickie Logan,Male,43,Lake,Warm,High,Business,4,1,12,June,Bus
2152,Tara Ramos,Male,48,Countryside,Hot,High,Leisure,3,0,13,August,Train
2153,Kevin Stafford,Female,55,Winery,Warm,Low,Leisure,1,1,2,August,Ferry
2154,Jason Wilson,Male,31,Winery,Cold,Low,Leisure,3,0,13,June,Airplane
2155,Heather Bates,Male,41,Photography Expedition,Warm,Low,Leisure,3,1,3,June,Train
2156,John Thomas,Male,61,City,Hot,Medium,Leisure,5,0,11,August,Train
2157,Krystal Myers,Female,61,Ski Resort,Cold,Low,Leisure,5,0,13,July,Bus
2158,Jeffery Ballard,Female,50,Photography Expedition,Cold,Medium,Leisure,3,0,14,July,Bus
2159,Samantha Cunningham,Male,25,Spa Retreat,Cold,Medium,Leisure,2,0,10,August,Airplane
2160,Edwin Anderson,Female,36,Photography Expedition,Cold,Medium,Business,1,1,13,August,Train
2161,Anna Morgan,Male,25,Ski Resort,Hot,Low,Leisure,4,0,2,August,Bus
2162,Jessica Howell,Female,26,Ski Resort,Hot,Low,Leisure,3,1,1,July,Train
2163,Jerry Nelson,Male,25,City,Hot,Medium,Leisure,4,1,4,July,Bus
2164,Danny Pearson,Female,24,Countryside,Warm,High,Business,3,1,12,June,Train
2165,Christopher Clark,Male,40,Village,Hot,High,Business,3,1,8,August,Car
2166,Tracy Crawford,Female,25,Village,Warm,High,Business,3,0,11,August,Bus
2167,Jamie Page,Female,31,Lake,Cold,High,Leisure,4,0,12,June,Bus
2168,Janice Hodges,Female,18,Ski Resort,Hot,Medium,Leisure,4,1,8,June,Bus
2169,Bonnie Castro,Female,51,Ski Resort,Cold,High,Business,2,0,4,June,Airplane
2170,Joe Larsen,Female,59,Ski Resort,Hot,High,Business,3,0,7,June,Car
2171,Timothy Wood,Female,62,Village,Warm,High,Leisure,3,1,8,July,Bus
2172,Antonio Mercer,Female,44,Countryside,Warm,Medium,Business,2,1,13,June,Train
2173,Katherine Wallace,Male,19,Island,Warm,High,Leisure,4,1,8,July,Car
2174,Lori George,Male,57,Photography Expedition,Warm,Low,Business,2,1,3,July,Train
2175,Thomas Wilson DVM,Male,42,Countryside,Hot,Medium,Leisure,3,1,8,June,Airplane
2176,Olivia Thomas,Female,30,Mountain,Warm,High,Leisure,4,0,13,July,Ferry
2177,Cody Reed,Female,50,Countryside,Hot,High,Business,4,0,8,June,Car
2178,Raymond Young,Female,23,Winery,Warm,High,Leisure,3,0,4,July,Train
2179,Stephanie Olson,Male,39,Mountain,Cold,Medium,Leisure,2,1,8,August,Airplane
2180,Julie Hensley,Male,33,Spa Retreat,Hot,Low,Leisure,3,1,14,June,Car
2181,Brett Martinez,Female,37,Lake,Hot,Low,Leisure,1,0,12,August,Ferry
2182,Benjamin Rogers,Female,38,Island,Hot,High,Business,3,1,1,August,Bus
2183,Austin Trujillo,Female,23,Photography Expedition,Cold,Low,Leisure,1,1,6,June,Ferry
2184,Ashley Parrish,Female,51,Village,Cold,Medium,Business,4,1,7,June,Ferry
2185,Anthony Henderson,Male,23,Ski Resort,Hot,Medium,Business,2,0,3,June,Bus
2186,Matthew Santana,Male,57,Village,Hot,Low,Leisure,2,1,8,July,Bus
2187,Denise Buck,Male,44,Winery,Warm,High,Leisure,1,0,8,June,Ferry
2188,Monica Rush,Female,24,Countryside,Warm,Medium,Leisure,2,1,12,June,Bus
2189,Douglas Tran,Male,18,Photography Expedition,Warm,High,Leisure,5,1,1,July,Car
2190,Brittany Phillips,Female,63,Photography Expedition,Warm,Medium,Leisure,4,0,1,August,Airplane
2191,Patricia Wilson,Male,62,Countryside,Warm,Low,Leisure,2,1,10,June,Bus
2192,Selena Singleton,Female,20,Lake,Hot,High,Leisure,1,1,7,June,Bus
2193,Thomas Martin,Female,35,Village,Cold,High,Business,1,1,6,July,Ferry
2194,Laura Perkins,Male,43,Countryside,Hot,Low,Leisure,2,0,1,June,Train
2195,Diana Martinez,Female,36,Winery,Warm,High,Business,2,1,3,June,Bus
2196,Kevin Wallace,Female,35,Mountain,Warm,Medium,Business,1,1,2,June,Ferry
2197,Brett Johnson,Female,27,Island,Hot,Low,Leisure,2,1,8,June,Car
2198,Jonathan Dunn,Male,20,Lake,Warm,Low,Business,5,0,6,July,Airplane
2199,Dr. Jennifer Walker,Female,25,Island,Cold,Medium,Leisure,4,1,12,June,Bus
2200,Veronica Golden,Male,20,Photography Expedition,Warm,High,Leisure,4,1,5,August,Airplane
2201,Courtney Orr,Female,42,City,Hot,Low,Business,1,0,7,August,Airplane
2202,Andrew Baker,Male,55,Winery,Hot,Low,Leisure,4,1,4,June,Airplane
2203,Pamela Lane,Male,19,Village,Cold,Medium,Business,4,1,7,June,Car
2204,Janice Gilbert,Female,62,Lake,Warm,High,Business,3,1,13,August,Car
2205,Crystal Walsh,Male,53,Photography Expedition,Hot,High,Leisure,3,1,7,July,Ferry
2206,Rachel Carter,Female,53,Mountain,Hot,Low,Leisure,4,1,9,August,Bus
2207,Angela Greene,Female,45,City,Hot,Low,Leisure,1,0,7,July,Train
2208,Christian Griffin,Female,28,Island,Cold,Medium,Business,4,1,1,August,Ferry
2209,Amy Reed MD,Female,58,Winery,Warm,High,Business,4,0,14,August,Bus
2210,Hannah Hines,Female,46,Village,Warm,High,Business,5,0,12,July,Ferry
2211,Regina Kelley,Male,44,City,Cold,High,Leisure,5,1,10,June,Airplane
2212,Douglas Frost,Female,20,Countryside,Warm,Medium,Leisure,1,1,4,August,Car
2213,Melanie King,Male,60,Winery,Cold,Medium,Leisure,1,0,4,June,Ferry
2214,Daniel Lynch,Male,46,Countryside,Hot,High,Business,2,1,2,August,Ferry
2215,Ronald Miller,Female,54,Ski Resort,Warm,High,Leisure,5,0,13,July,Train
2216,Anthony Duncan,Female,53,Spa Retreat,Hot,Medium,Business,5,1,12,July,Car
2217,Douglas Shepherd,Male,56,Mountain,Warm,Low,Leisure,5,0,6,July,Airplane
2218,Kevin Massey,Female,42,Island,Cold,Low,Business,2,0,9,August,Airplane
2219,Kristin Perkins,Female,38,Ski Resort,Cold,Low,Business,1,1,7,July,Car
2220,Gabriela Walters,Male,48,Countryside,Cold,Medium,Leisure,3,0,11,June,Bus
2221,Kevin Ellis,Female,37,Spa Retreat,Cold,Medium,Business,5,0,13,June,Train
2222,Christina Torres,Female,54,Mountain,Hot,Low,Leisure,4,0,9,August,Ferry
2223,Anita Garcia,Female,35,Countryside,Cold,Low,Leisure,2,0,9,July,Bus
2224,Kayla Braun,Male,25,Lake,Cold,Low,Business,1,1,4,July,Ferry
2225,Travis Edwards,Male,54,Ski Resort,Warm,Medium,Leisure,1,1,6,July,Airplane
2226,Dawn Lang,Female,45,Spa Retreat,Cold,Low,Leisure,3,0,10,June,Bus
2227,Matthew Cardenas,Female,61,Ski Resort,Warm,Medium,Business,3,1,10,July,Airplane
2228,David Melton,Male,59,Ski Resort,Cold,Low,Business,2,1,8,June,Bus
2229,Scott Morales,Female,24,Ski Resort,Hot,Medium,Business,1,0,8,July,Airplane
2230,Martha Arnold,Female,33,Ski Resort,Cold,Low,Leisure,4,1,3,July,Ferry
2231,Arthur Oliver,Female,27,Island,Hot,Medium,Leisure,2,1,10,July,Ferry
2232,Alejandra Johnson,Male,37,Countryside,Cold,Low,Leisure,3,0,5,August,Ferry
2233,Elizabeth Smith,Male,27,Island,Warm,High,Business,4,0,11,August,Airplane
2234,Connie Cooper,Female,46,Lake,Cold,High,Leisure,3,0,1,August,Bus
2235,Louis Gonzales,Male,23,Village,Warm,Medium,Leisure,1,1,12,August,Airplane
2236,Aaron Perkins,Male,39,Lake,Warm,Medium,Leisure,1,0,13,August,Bus
2237,Richard Butler,Female,55,Countryside,Warm,Low,Leisure,3,0,4,July,Airplane
2238,Brian Daniel,Male,29,Island,Cold,Low,Leisure,5,1,3,August,Car
2239,Raymond Faulkner,Male,24,Village,Warm,Medium,Leisure,3,0,1,July,Bus
2240,Brad James,Female,36,Village,Hot,High,Business,1,1,12,June,Train
2241,Dean Taylor,Male,27,City,Warm,High,Business,5,1,9,July,Ferry
2242,Brandon Black,Female,42,Spa Retreat,Hot,Low,Business,1,1,13,June,Bus
2243,Meredith Rivas,Female,54,Island,Cold,High,Leisure,4,0,13,June,Car
2244,Vincent Ramirez,Male,37,Countryside,Cold,Medium,Leisure,5,0,14,July,Bus
2245,Amy Brown,Male,53,Winery,Cold,Low,Business,4,0,7,July,Bus
2246,Martha Gibbs,Male,30,Ski Resort,Cold,Medium,Leisure,5,0,10,June,Bus
2247,Judith Ingram,Male,55,Countryside,Hot,Medium,Business,1,1,5,July,Ferry
2248,Christopher Velazquez,Male,23,Photography Expedition,Warm,Low,Leisure,5,1,1,July,Car
2249,William Alvarado,Male,55,Village,Warm,Medium,Leisure,5,0,13,August,Train
2250,Walter Mccann,Male,47,Lake,Hot,Low,Business,3,1,9,August,Airplane
2251,John Lopez,Male,20,Ski Resort,Warm,High,Business,5,0,12,July,Bus
2252,Diane Higgins,Male,18,Village,Cold,Medium,Business,3,0,7,August,Car
2253,Anita Woods,Female,29,Lake,Cold,Medium,Business,3,1,11,July,Airplane
2254,Nicholas Smith,Male,37,City,Hot,Medium,Leisure,2,0,4,July,Train
2255,Sarah Burton,Male,41,Mountain,Hot,Low,Leisure,4,1,10,June,Car
2256,Michael Shaw,Male,44,Village,Hot,Low,Leisure,4,0,8,July,Car
2257,David Watson,Female,48,Spa Retreat,Hot,High,Business,3,1,7,August,Car
2258,Timothy Jones,Female,40,Island,Hot,Low,Business,3,0,1,July,Train
2259,Jay Peterson,Male,47,Winery,Hot,High,Leisure,5,0,8,June,Airplane
2260,Danielle Parker,Male,25,Countryside,Hot,Medium,Business,2,1,4,August,Bus
2261,Blake Medina DDS,Female,45,Island,Hot,High,Leisure,4,1,14,June,Ferry
2262,Jennifer Ramirez,Female,25,Photography Expedition,Cold,Medium,Business,1,0,6,June,Train
2263,Susan Lewis,Male,47,Photography Expedition,Warm,Low,Business,5,0,5,July,Airplane
2264,Alexander Mcintyre,Female,48,Countryside,Hot,Medium,Leisure,5,0,3,June,Car
2265,William Wheeler,Male,49,Photography Expedition,Warm,High,Business,3,0,14,July,Airplane
2266,Jerry Johnson,Male,20,Countryside,Warm,Low,Leisure,2,1,3,June,Train
2267,Malik Jackson,Male,56,Lake,Cold,Low,Leisure,5,1,4,June,Car
2268,Jennifer Robbins,Female,56,Spa Retreat,Warm,Medium,Business,3,1,10,June,Airplane
2269,Kristopher Salazar,Female,19,Photography Expedition,Warm,High,Business,1,0,1,June,Ferry
2270,Matthew Sullivan,Female,63,Spa Retreat,Cold,Medium,Business,1,0,4,June,Airplane
2271,Christopher Woods,Male,49,Lake,Warm,Medium,Business,5,0,3,July,Bus
2272,Christopher Burgess,Female,55,Spa Retreat,Hot,Low,Business,1,1,2,June,Bus
2273,Emily Russell,Male,39,Countryside,Hot,High,Business,4,1,3,July,Bus
2274,Anthony Hebert,Female,21,Ski Resort,Hot,Medium,Leisure,1,0,7,August,Ferry
2275,Keith Yang,Female,37,Countryside,Cold,High,Business,3,0,9,August,Bus
2276,Joel Decker,Male,43,Lake,Hot,Medium,Business,3,0,8,July,Ferry
2277,Joseph Spencer,Female,48,Countryside,Hot,High,Leisure,1,0,5,August,Bus
2278,Courtney Brown,Female,24,Village,Hot,Medium,Leisure,4,1,7,June,Train
2279,Jennifer Snow,Female,59,Photography Expedition,Warm,High,Leisure,5,1,5,July,Airplane
2280,Douglas Shepherd,Female,44,Village,Cold,Low,Leisure,4,0,2,August,Bus
2281,Tanner Sanders,Female,43,Mountain,Hot,High,Business,5,0,9,June,Ferry
2282,Kristin Baird,Male,38,Photography Expedition,Hot,Low,Leisure,5,1,1,July,Ferry
2283,John Brown,Female,51,Winery,Hot,Medium,Leisure,3,1,5,August,Ferry
2284,Cynthia Turner,Male,50,Winery,Warm,Medium,Business,3,0,13,August,Ferry
2285,Christina Reynolds,Female,50,Spa Retreat,Cold,Low,Business,5,1,3,July,Airplane
2286,Lindsey Cunningham,Male,55,Winery,Hot,Low,Leisure,5,1,8,July,Bus
2287,Angela Rodriguez,Male,41,Lake,Warm,Medium,Leisure,3,0,11,July,Train
2288,Kayla Watkins,Female,39,Mountain,Warm,High,Leisure,2,0,7,August,Bus
2289,Shelby Campbell,Male,62,Countryside,Warm,Medium,Leisure,3,1,2,August,Airplane
2290,Robert Bradley,Male,61,Countryside,Warm,High,Business,4,0,9,August,Airplane
2291,Jeffrey Parker,Male,64,Spa Retreat,Warm,High,Business,2,1,12,July,Train
2292,Dominic Tapia,Male,29,Village,Warm,High,Leisure,1,1,9,July,Ferry
2293,Brandi Brown,Female,50,Ski Resort,Cold,High,Business,1,1,1,July,Bus
2294,Sarah Miller,Female,33,Countryside,Cold,Low,Business,1,1,5,June,Train
2295,Dr. Shawn Davis,Male,23,Countryside,Warm,Medium,Business,2,0,4,July,Train
2296,Pamela Lewis,Male,29,Spa Retreat,Hot,High,Business,1,0,14,June,Car
2297,Sarah Hodges,Female,55,Island,Cold,High,Business,2,1,5,July,Car
2298,Tiffany Carpenter,Female,32,Mountain,Hot,Medium,Leisure,2,1,13,June,Car
2299,Stephanie Stone,Male,47,Mountain,Cold,Medium,Leisure,4,0,12,July,Ferry
2300,Crystal Berger,Male,55,Ski Resort,Cold,High,Leisure,2,0,1,June,Bus
2301,Daniel Mccarthy,Male,33,City,Hot,Medium,Leisure,5,0,12,August,Car
2302,Heather Cole,Male,21,City,Cold,High,Leisure,1,1,3,August,Train
2303,Dustin Figueroa,Female,38,Photography Expedition,Cold,Medium,Leisure,3,1,14,July,Bus
2304,Linda Rivera,Male,18,Ski Resort,Hot,Medium,Leisure,3,1,9,August,Bus
2305,Rachel Cook,Female,27,Village,Warm,Low,Leisure,5,1,4,June,Car
2306,Christopher Jacobs,Female,33,Spa Retreat,Warm,High,Business,1,0,14,July,Ferry
2307,Benjamin Booker,Female,51,Spa Retreat,Cold,Medium,Business,5,0,14,August,Airplane
2308,Chloe Nichols,Female,56,Lake,Warm,High,Leisure,1,0,1,August,Train
2309,Ashley Mccoy,Female,22,Photography Expedition,Hot,Low,Business,1,1,8,June,Bus
2310,Joshua Weber,Male,53,Ski Resort,Cold,High,Business,3,1,14,July,Bus
2311,Christopher Hill,Male,20,Village,Cold,High,Leisure,3,0,6,July,Ferry
2312,Danielle Fox,Male,37,City,Cold,Medium,Business,1,1,13,August,Train
2313,Richard Cox,Male,51,Winery,Warm,Low,Business,2,0,14,June,Ferry
2314,Kathy Smith,Female,35,Photography Expedition,Cold,Low,Leisure,5,0,9,August,Airplane
2315,Kathy Jackson,Female,50,Photography Expedition,Hot,High,Business,1,0,12,August,Car
2316,Justin Daniels,Female,49,Countryside,Warm,High,Business,2,0,6,July,Train
2317,Lauren Elliott,Female,63,Mountain,Hot,High,Business,4,1,9,June,Airplane
2318,Richard Contreras,Male,25,Photography Expedition,Warm,High,Business,1,1,8,July,Car
2319,Emma Kramer,Female,32,Countryside,Cold,Low,Leisure,3,1,4,August,Ferry
2320,Christopher Martinez,Female,45,Photography Expedition,Hot,Low,Business,5,0,3,July,Airplane
2321,Phillip Nichols,Female,62,Ski Resort,Hot,High,Business,5,1,11,July,Car
2322,Richard Johnston,Female,64,City,Cold,Medium,Business,4,0,2,June,Car
2323,John Dodson,Female,64,Winery,Warm,Medium,Leisure,5,0,7,June,Airplane
2324,Laura Gonzales,Female,40,Photography Expedition,Cold,High,Business,5,0,4,July,Airplane
2325,Melissa Rose,Female,53,Countryside,Hot,Low,Leisure,5,0,12,August,Airplane
2326,Dylan Jones,Male,32,Island,Cold,High,Business,5,1,13,June,Train
2327,Regina Perez,Female,18,Spa Retreat,Cold,Medium,Business,2,0,4,July,Bus
2328,Lawrence Williams,Male,50,Spa Retreat,Warm,High,Business,4,1,6,June,Train
2329,Mary Payne,Male,32,Ski Resort,Warm,High,Business,1,1,14,July,Airplane
2330,Troy Roach,Female,33,Village,Warm,Low,Leisure,2,0,14,June,Car
2331,Jessica Phillips,Male,33,Ski Resort,Warm,Medium,Business,4,1,4,August,Train
2332,Shelly Scott,Male,42,Spa Retreat,Hot,High,Leisure,2,1,2,July,Ferry
2333,Holly Hart,Male,33,Village,Warm,High,Leisure,2,0,6,July,Airplane
2334,Paul Vasquez,Male,45,Island,Warm,High,Leisure,4,0,10,August,Bus
2335,Patricia Douglas,Female,57,Island,Warm,Medium,Business,4,1,4,August,Airplane
2336,Jacqueline Ramirez,Female,29,Countryside,Warm,High,Leisure,3,1,9,June,Ferry
2337,Christopher Knapp,Female,33,Mountain,Hot,Low,Leisure,1,0,6,June,Bus
2338,Sharon Davis,Male,55,Mountain,Warm,High,Leisure,1,0,10,July,Ferry
2339,Alexis Cardenas MD,Male,57,City,Hot,High,Business,2,1,10,June,Airplane
2340,Elizabeth Clarke,Female,58,Countryside,Hot,High,Business,5,0,4,June,Airplane
2341,Christina Munoz,Female,43,Winery,Cold,Low,Business,4,0,4,June,Bus
2342,Rodney Johnson,Male,25,City,Hot,High,Leisure,5,1,9,August,Bus
2343,Margaret Turner,Male,50,Photography Expedition,Cold,High,Business,3,1,12,August,Car
2344,Daniel Good,Male,55,Lake,Warm,Low,Leisure,5,1,3,August,Bus
2345,Antonio Knight,Female,46,Lake,Warm,Medium,Leisure,4,0,7,July,Ferry
2346,Bryan Murphy,Male,18,Countryside,Cold,High,Leisure,2,1,1,July,Airplane
2347,Jade Jackson,Male,58,Island,Warm,High,Business,1,0,5,August,Car
2348,Mary Nelson PhD,Male,42,Spa Retreat,Hot,Medium,Business,3,1,2,August,Airplane
2349,Tina Weeks,Male,38,Village,Cold,High,Business,4,1,2,July,Car
2350,Amanda Brown,Female,47,Mountain,Cold,Low,Leisure,5,0,1,July,Ferry
2351,Loretta Becker,Female,54,City,Cold,Medium,Business,5,0,9,August,Car
2352,Kelly Jones,Female,38,Village,Warm,High,Leisure,2,1,9,August,Bus
2353,Selena Cunningham,Male,45,Winery,Hot,Low,Leisure,3,0,3,August,Bus
2354,William Robinson,Male,26,Village,Warm,Medium,Business,1,0,10,August,Car
2355,Andrea Anderson,Male,36,Countryside,Warm,Medium,Leisure,2,0,10,August,Ferry
2356,Brett Young,Male,56,Mountain,Hot,High,Business,1,0,2,August,Ferry
2357,Jennifer Thomas,Male,40,Island,Hot,Medium,Leisure,4,0,7,June,Ferry
2358,Sabrina Martin,Female,48,Ski Resort,Hot,Medium,Business,2,1,5,June,Train
2359,Andre Lawrence,Male,53,Village,Cold,High,Leisure,1,1,10,July,Ferry
2360,Michelle Russo,Female,24,Spa Retreat,Hot,Medium,Business,3,1,6,August,Airplane
2361,Shannon Cline,Male,33,Winery,Cold,High,Business,3,1,3,July,Train
2362,Christopher Goodwin,Male,21,Mountain,Hot,Low,Leisure,2,0,12,August,Airplane
2363,Matthew Thomas,Male,32,Photography Expedition,Cold,Low,Business,3,1,14,July,Bus
2364,Anna Perkins,Male,54,Island,Warm,High,Business,5,1,5,July,Bus
2365,Tracey Dorsey,Male,56,City,Cold,Medium,Leisure,1,1,6,June,Airplane
2366,Sharon Padilla,Male,48,Spa Retreat,Warm,Low,Leisure,4,1,1,June,Car
2367,Latoya Terry,Female,46,City,Hot,Medium,Leisure,1,0,6,June,Ferry
2368,Laura Kelly,Male,39,Mountain,Hot,Low,Leisure,4,0,3,July,Bus
2369,Emily Gonzalez,Male,51,Mountain,Cold,Medium,Business,4,0,7,June,Airplane
2370,Sherri Ross,Female,53,Countryside,Cold,High,Leisure,5,1,4,June,Train
2371,Paul Wilson,Male,18,Village,Cold,Medium,Leisure,2,0,5,July,Airplane
2372,Donna Jimenez,Male,54,Ski Resort,Hot,High,Business,3,1,4,August,Car
2373,Christian Martin,Male,38,City,Cold,Low,Leisure,2,0,9,June,Train
2374,Joshua Edwards,Female,56,Spa Retreat,Cold,Low,Business,1,0,6,June,Airplane
2375,Cynthia Murphy PhD,Female,59,Village,Hot,Low,Business,1,1,4,July,Airplane
2376,John Johnson,Female,49,Lake,Warm,High,Business,5,0,1,August,Bus
2377,Daniel Brown,Female,39,Village,Hot,High,Leisure,3,1,10,June,Bus
2378,Deborah Villa,Female,19,Photography Expedition,Hot,Medium,Business,3,0,4,June,Train
2379,John Pacheco,Male,42,Village,Cold,Medium,Leisure,1,0,1,August,Ferry
2380,Nicole Andersen,Male,26,Mountain,Cold,Low,Leisure,1,0,10,June,Bus
2381,Patrick Fields,Male,35,City,Cold,High,Leisure,2,0,6,July,Bus
2382,Robert Hill,Female,34,Mountain,Warm,Low,Leisure,3,1,2,July,Airplane
2383,Connie Gray,Male,34,Countryside,Cold,Low,Leisure,5,0,9,July,Bus
2384,Lisa Wilson,Male,32,Spa Retreat,Cold,High,Business,4,1,7,August,Car
2385,Veronica Woodward,Female,40,Winery,Hot,Low,Leisure,5,0,9,July,Ferry
2386,Matthew White,Male,28,Island,Cold,Low,Business,1,0,5,July,Ferry
2387,Christy Holmes,Male,21,Island,Cold,Medium,Leisure,4,0,4,July,Ferry
2388,Caitlin Henderson,Male,47,Countryside,Cold,Low,Leisure,3,1,14,July,Airplane
2389,Gabriela Trevino,Female,56,Countryside,Cold,Medium,Leisure,2,0,7,June,Car
2390,Matthew Wilson Jr.,Female,60,City,Warm,Medium,Business,4,0,8,August,Bus
2391,Ryan Walker,Female,24,Lake,Cold,Medium,Business,5,0,4,July,Car
2392,Jordan Cox,Male,60,Mountain,Warm,Low,Leisure,2,1,11,July,Ferry
2393,Nathaniel Nelson,Female,36,Photography Expedition,Hot,Low,Business,5,0,14,August,Bus
2394,Jack Hernandez,Female,59,Photography Expedition,Hot,Low,Business,5,0,4,August,Ferry
2395,Kimberly Gardner,Female,27,Lake,Cold,Medium,Leisure,2,0,7,July,Ferry
2396,Jessica Le,Female,60,Mountain,Cold,Medium,Leisure,4,1,4,June,Car
2397,Maria Davis,Male,21,Island,Hot,Medium,Business,3,1,2,August,Train
2398,Karen Young,Male,24,Mountain,Cold,High,Leisure,2,0,8,August,Bus
2399,Benjamin Burke,Male,33,Photography Expedition,Cold,High,Leisure,1,0,13,August,Ferry
2400,Christopher Fisher,Female,21,Village,Hot,Medium,Business,1,1,13,June,Bus
2401,Benjamin Chang,Female,60,Countryside,Warm,Medium,Business,3,1,14,June,Car
2402,James Ortiz,Male,19,Lake,Warm,Medium,Leisure,1,1,10,July,Bus
2403,Michael Owens,Male,33,Winery,Hot,High,Business,3,1,14,August,Bus
2404,Rick Johnson,Female,34,City,Warm,Low,Leisure,1,1,7,June,Airplane
2405,Dylan Adams,Female,48,Photography Expedition,Hot,Medium,Leisure,5,0,3,June,Bus
2406,Max Lewis,Female,62,Mountain,Hot,Medium,Business,5,1,13,June,Car
2407,Tracy Harris PhD,Male,49,Spa Retreat,Warm,Medium,Business,3,1,11,August,Bus
2408,Gary Hunter Jr.,Male,27,Winery,Warm,High,Business,3,1,4,August,Ferry
2409,Jack Parker,Female,62,Ski Resort,Warm,Low,Leisure,5,1,7,July,Bus
2410,Joel Porter,Female,50,Winery,Warm,Medium,Business,1,0,10,August,Car
2411,Jennifer Turner,Female,38,Winery,Hot,Low,Business,2,1,3,August,Car
